name,location,mileage,price,Exterior color,interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,Accidents or damage,1-owner vehicle,Personal use only
2021 Ford Expedition Max King Ranch,"7301 Kingery Hwy Willowbrook, IL 60527","49,217 mi.","$52,488 $1,100 price drop",Star White,Ebony,Four-wheel Drive,16–21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,None reported,Yes,No
2024 Chrysler Pacifica Touring-L,,,,,,,,,,,,,
2024 Jeep Grand Cherokee Limited,"2800 Patriot Blvd Glenview, IL 60026",7 mi.,"$51,810 MSRP $57,310 $400 price drop",Velvet Red Pearlcoat,Global Black,Four-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,,,
2022 Chevrolet Blazer RS,"300 Roosevelt Rd Glen Ellyn, IL 60137","14,871 mi.","$38,995 ",Black,Jet Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic with Overdrive,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",None reported,Yes,No
2004 Mazda RX-8 6 Speed Manual,"24W445 Lake Street Roselle, IL 60172","94,006 mi.","$8,997 ",Velocity Red Mica,Red,Rear-wheel Drive,18–22,Gasoline,Manual,"RENESIS 1.3L Rotary premium unleaded, engine with 238HP",None reported,Yes,Yes
2022 Nissan Kicks SR,"9604 Indianapolis Blvd Highland, IN 46322","42,039 mi.","$19,000 $500 price drop",Scarlet Ember,Charcoal,Front-wheel Drive,31–36,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,At least 1 accident or damage reported,Yes,No
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"1000 W Golf Road Hoffman Estates, IL 60169","79,156 mi.","$37,999 ",Polar White,Black,All-wheel Drive,21–28,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,None reported,Yes,No
2024 Mercedes-Benz GLB 250 Base 4MATIC,"1000 W Golf Road Hoffman Estates, IL 60169",21 mi.,"$52,190 MSRP $52,190",Blue Metallic,Black,All-wheel Drive,22–30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,,,
2024 Mercedes-Benz Sprinter 2500 High Roof,"407 Skokie Hwy Lake Bluff, IL 60044",72 mi.,"$62,018 ",Arctic White,Black,Rear-wheel Drive,–,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,,,
2024 BMW X7 xDrive40i,"407 Skokie Hwy Lake Bluff, IL 60044",14 mi.,"$94,720 ",Carbon Black Metallic,Silverstone,All-wheel Drive,21–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,,,
2024 Cadillac XT4 Premium Luxury,"1507 W. Ogden Ave. Naperville, IL 60540",1 mi.,"$53,890 MSRP $53,890",Stellar Black Metallic,–,All-wheel Drive,23–28,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",,,
2010 Mazda Mazda5 Touring,"2363 Aurora Ave Naperville, IL 60540","144,531 mi.","$7,000 ",Copper Red Mica,Sand,Front-wheel Drive,21–27,Gasoline,5-Speed Automatic,2.3L I4 16V MPFI DOHC,,,
2024 Lincoln Nautilus Reserve,"1564 West Ogden Avenue Naperville, IL 60540",21 mi.,"$66,970 MSRP $67,970",Infinite Black Metallic,Black Onyx,All-wheel Drive,–,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Volvo XC90 B6 Plus Bright Theme 6-Seater,,,,,,,,,,,,,
2024 Hyundai Kona EV Limited,"5631 South La Grange Road Countryside, IL 60525",0 mi.,"$43,260 MSRP $43,260",White / Black,–,FWD,NOT SPECIFIED,Electric,KM8HE3A68RU006607,240499,,,
2023 Subaru WRX Premium,"6191 Joliet Rd Countryside, IL 60525",6 mi.,"$32,806 ",Magnetite Gray Metallic,Black,All-wheel Drive,19–26,Gasoline,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo,,,
2023 Ferrari Portofino M Base,,,,,,,,,,,,,
2024 Subaru Forester Wilderness,"125 West Grand Avenue Bensenville, IL 60106",5 mi.,"$38,972 ",Autumn Green Metallic,Gray,All-wheel Drive,25–28,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,,,
2015 Nissan 370Z Touring Sport,"125 West Grand Avenue Bensenville, IL 60106","36,538 mi.","$26,916 $1,014 price drop",Pearl White,Black,Rear-wheel Drive,18–25,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,None reported,No,No
2015 Porsche Cayenne E-Hybrid S,"3160 Commercial Ave Northbrook, IL 60062","71,357 mi.","$25,495 $500 price drop",Gray,Black,All-wheel Drive,–,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged Hybrid,At least 1 accident or damage reported,No,No
2014 Mercedes-Benz E-Class S 4MATIC,"2411 E Oakton Street Arlington Heights, IL 60005","58,766 mi.","$38,000 ",Gray,Black,All-wheel Drive,16–23,Gasoline,Automatic,"AMG 5.5L V-8 gasoline direct injection, DOHC, variable valve con",At least 1 accident or damage reported,Yes,No
2021 Jeep Grand Cherokee Limited,"2800 Patriot Blvd Glenview, IL 60026","35,400 mi.","$31,900 $700 price drop",Diamond Black,Light Frost Beige / Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported,Yes,Yes
2024 Audi Q7 55 Premium Plus,"2490 Skokie Valley Rd Highland Park, IL 60035",9 mi.,"$75,475 MSRP $75,475",Satellite Silver,Black,All-wheel Drive,19–24,Hybrid,Automatic,Intercooled Turbo Gas/Electric V-6 3.0 L/183,,,
2024 Audi Q7 55 Premium Plus,"2490 Skokie Valley Rd Highland Park, IL 60035",10 mi.,"$76,195 MSRP $76,195",Satellite Silver,Black,All-wheel Drive,19–24,Hybrid,Automatic,Intercooled Turbo Gas/Electric V-6 3.0 L/183,,,
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"2772 Skokie Valley Road Highland Park, IL 60035","17,824 mi.","$132,989 $1,760 price drop",Silver,Mahagony/Macchiato Beige,All-wheel Drive,15–19,Gasoline,9-Speed Automatic,"4L V-8 gasoline direct injection, DOHC, variable valve control,",None reported,Yes,No
2000 Honda S2000 Base,"562 W 5th Ave Naperville, IL 60563","46,084 mi.","$29,500 $300 price drop",Berlina Black,Tan,Rear-wheel Drive,20–23,Gasoline,Manual,"2L I-4 DOHC, VTEC variable valve control, premium unleaded, engi",None reported,No,No
2018 Chevrolet Traverse Premier,,,,,,,,,,,,,
2012 Volkswagen Touareg TDI Lux,,"152,833 mi.","$7,995 $1,000 price drop",,,,,,,,,,
2024 Subaru Forester Limited,,,,,,,,,,,,,
2024 Jeep Grand Cherokee L Altitude,"1565 West Ogden Avenue Naperville, IL 60540",10 mi.,"$43,439 MSRP $52,170 $200 price drop",Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,18–25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",,,
2024 Chevrolet Tahoe LT,"1515 W Ogden Ave Naperville, IL 60540",3 mi.,"$69,995 $2,550 price drop",Sterling Gray Metallic,Black,Four-wheel Drive,15–20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,,,
2017 Audi A3 e-tron 1.4T Premium,"4330 W Irving Park Rd Chicago, IL 60641","43,937 mi.","$17,995 ",Mythos Black Metallic,Black,Front-wheel Drive,–,Hybrid,6-Speed Automatic with Auto-Shift,1.4L I4 16V GDI DOHC Turbo Hybrid,None reported,No,No
2024 Hyundai Venue Limited,"6750 W Grand Ave Chicago, IL 60707",11 mi.,"$24,495 MSRP $25,145",Red,Black,Front-wheel Drive,–,Gasoline,IVT,1.6L I4 16V MPFI DOHC,,,
2015 Hyundai Genesis 3.8,"5050 Dempster Street Skokie, IL 60077","144,169 mi.","$12,995 ",Manhattan Brown,Tan,All-wheel Drive,16–29,Gasoline,Automatic,"Lambda 3.8L V-6 gasoline direct injection, DOHC, D-CVVT variable",At least 1 accident or damage reported,No,No
2022 Jeep Compass High Altitude,,,,,,,,,,,,,
2021 Jeep Grand Cherokee L Limited,"5859 South La Grange Road Countryside, IL 60525","12,039 mi.","$37,404 $256 price drop",Velvet Red Pearlcoat,Global Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported,Yes,No
2024 Hyundai Kona EV SEL,"750 N York Road Elmhurst, IL 60126",3 mi.,"$38,070 ",Abyss Black Pearl,Gray,Front-wheel Drive,Automatic,Electric,KM8HC3A6XRU005416,H17083,,,
2005 Dodge Neon SRT-4,"594 W Lake St Elmhurst, IL 60126","56,228 mi.","$17,495 $500 price drop",Red,Black,Front-wheel Drive,22–30,Gasoline,5-Speed Manual,2.4L I4 16V MPFI DOHC Turbo,At least 1 accident or damage reported,No,No
2019 Cadillac Escalade ESV Luxury,"1543 Ogden Ave Downers Grove, IL 60515","184,745 mi.","$25,888 $1,000 price drop",Black,Black,Four-wheel Drive,14–21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,At least 1 accident or damage reported,No,No
2021 Nissan Murano S Intelligent AWD,"1601 Ogden Ave. Downers Grove, IL 60515","16,596 mi.","$21,997 $1,899 price drop",Gun Metallic,Graphite,All-wheel Drive,20–28,Gasoline,CVT with Xtronic,"3.5L V-6 DOHC, variable valve control, regular unleaded, engine",None reported,Yes,No
2016 BMW M235 i,"1543 Ogden Ave Downers Grove, IL 60515","111,166 mi.","$18,888 $1,000 price drop",White,Coral Red / Black,Rear-wheel Drive,20–31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,None reported,No,No
2017 BMW X5 eDrive xDrive40e,"Moe from Lemont, IL 60439","74,255 mi.","$30,999 ",Blue,Brown,All-wheel Drive,Plug-In Hybrid,Transmission w/Dual Shift Mode,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,5UXKT0C33H0V96611,None reported,Yes,No
2018 Cadillac CT6 3.6L Premium Luxury,,"97,000 mi.","$20,000 ",,,,,,,,,,
2024 Chevrolet Silverado 1500 LT,"414 E North Ave Glendale Heights, IL 60139",4 mi.,"$46,538 $1,250 price drop",Summit White,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2024 Jeep Grand Cherokee L Altitude,"1155 W Dundee Rd Arlington Heights, IL 60004",9 mi.,"$39,316 MSRP $48,935 $9,619 price drop",Bright White Clearcoat,Global Black,Four-wheel Drive,18–25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",,,
2024 Chevrolet Silverado 1500 RST,"9700 Indianapolis Blvd Highland, IN 46322",16 mi.,"$85,978 ",Glacier Blue Metallic,Jet Black,Four-wheel Drive,15–20,Gasoline,Automatic,"TurboMax 2.7L I-4 gasoline direct injection, DOHC, variable valv",,,
2024 Ford Bronco Outer Banks,,,,,,,,,,,,,
2017 Acura NSX Coupe,"27w110 North Ave West Chicago, IL 60185","10,897 mi.","$149,800 ",Curva Red,Red,All-wheel Drive,21–22,Gas/Electric Hyb,9-Speed Double Clutch,3.5L Hybrid Twin Turbo V6 573hp 476ft. lbs.,None reported,No,No
2022 Lincoln Navigator Reserve,"1565 West Ogden Avenue Naperville, IL 60540","93,845 mi.","$55,477 $1,200 price drop",Infinite Black Metallic Clearcoat,Black Onyx,Four-wheel Drive,0–0,Gasoline,Automatic,"EcoBoost 3.5L V-6 port/direct injection, DOHC, variable valve co",None reported,Yes,No
2024 Genesis G90 3.5T e-SC AWD,"2720 South Michigan Avenue Chicago, IL 60616",14 mi.,"$100,475 MSRP $101,475 $1,000 price drop",Vik Black,Black Monotone,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, tw",,,
2024 Hyundai Venue SEL,"2720 South Michigan Avenue Chicago, IL 60616",10 mi.,"$23,269 MSRP $23,825",Ultimate Red,Black,Front-wheel Drive,29–33,Gasoline,IVT,"Smartstream 1.6L I-4 DOHC, CVVT variable valve control, regular",,,
2020 Audi Q8 55 Premium Plus,,,,,,,,,,,,,
2020 Genesis G90 3.3T Premium,"4257 W. North Ave. Chicago, IL 60639","41,673 mi.","$37,495 ",Himalayan Gray,Havana,All-wheel Drive,17–25,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,None reported,Yes,No
2023 Volkswagen Arteon 2.0T SEL Premium R-Line,"1033 Chicago Ave Evanston, IL 60202",11 mi.,"–  $52,829 MSRP¹ $4,803 seller discount $48,026 Seller price ¹MSRP excludes destination & handling",Deep Black Pearl Effect,Titan Black,All-wheel Drive,22–31,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,,,
2022 Nissan Rogue SL,"2038 Waukegan Rd Glenview, IL 60025","26,457 mi.","$26,295 $300 price drop",Black,Charcoal,All-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I3 12V GDI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2019 Audi A5 Sportback 2.0T quattro Premium,,"55,026 mi.","$22,888 $1,000 price drop",,,,,,,,,,
2014 Nissan 370Z Touring,,,,,,,,,,,,,
2024 Hyundai Kona EV SEL,"8101 W 159th St Tinley Park, IL 60477",5 mi.,"$30,990 MSRP $38,490",Abyss Black Pearl,Gray,Front-wheel Drive,Automatic,Electric,KM8HC3A68RU005415,45939,,,
2024 Chevrolet Silverado 1500 RST,"414 E North Ave Glendale Heights, IL 60139",0 mi.,"$49,185 $2,500 price drop",Sterling Gray Metallic,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2020 Hyundai Elantra GT Base,,,,,,,,,,,,,
2022 Ford Shelby GT500 Base,,,,,,,,,,,,,
2024 Ford Bronco Big Bend,"9809 Indianapolis Blvd Highland, IN 46322",10 mi.,"$42,420 ",Carbonized Gray Metallic,Dark Gray,Four-wheel Drive,20–21,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,,,
2016 Nissan 370Z Base,"1600 Hicks Rd Rolling Meadows, IL 60008","59,686 mi.","$23,990 ",BLUE,BLACK,Rear-wheel Drive,18–26,Gasoline,"Manual, 6-Spd","V6, 3.7 Liter",At least 1 accident or damage reported,No,No
2017 Nissan Versa Note SV,,,,,,,,,,,,,
2013 Honda Odyssey EX-L,,,,,,,,,,,,,
2017 Jeep Renegade Altitude,"1565 West Ogden Avenue Naperville, IL 60540","97,431 mi.","$11,977 $900 price drop",Omaha Orange,Black,Four-wheel Drive,21–29,Gasoline,Automatic,"Tigershark MultiAir 2.4L I-4 variable valve control, regular unl",At least 1 accident or damage reported,Yes,No
2024 Mercedes-Benz S-Class S 580 4MATIC,"407 Skokie Hwy Lake Bluff, IL 60044",20 mi.,"$143,635 ",Olive Metallic,Black,All-wheel Drive,–,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,,,
2024 Mercedes-Benz Sprinter 2500 High Roof,"407 Skokie Hwy Lake Bluff, IL 60044",20 mi.,"$81,906 ",Iridium Silver,Black,–,–,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,,,
2023 Chevrolet Colorado LT,"5859 South La Grange Road Countryside, IL 60525","1,043 mi.","$39,231 $207 price drop",Black,Black,Four-wheel Drive,19–23,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,None reported,Yes,Yes
2017 Honda Odyssey EX-L,,,,,,,,,,,,,
2020 Lotus Evora GT Base,,,,,,,,,,,,,
2023 Hyundai Sonata Hybrid Limited,,2 mi.,"$36,856 ",,,,,,,,,,
2020 Land Rover Range Rover Velar S,"336 E Ogden Ave Hinsdale, IL 60521","37,665 mi.","$37,897 $300 price drop",Eiger Grey,Ebony / Ebony,Four-wheel Drive,21–27,Gasoline,Automatic,I4,None reported,Yes,No
2021 Lincoln Aviator Reserve AWD,"750 N York Road Elmhurst, IL 60126","44,588 mi.","$41,900 ",Blue,Sandstone,All-wheel Drive,17–24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported,Yes,No
2024 Honda Odyssey Elite,,,,,,,,,,,,,
2014 Nissan 370Z Base,,,,,,,,,,,,,
2020 INFINITI QX60 Pure,"1601 Ogden Ave. Downers Grove, IL 60515","33,911 mi.","$24,746 ",Liquid Platinum,Graphite,All-wheel Drive,19–26,Gasoline,CVT,"VQ 3.5L V-6 gasoline direct injection, DOHC, VVEL variable valve",None reported,Yes,No
2020 INFINITI QX60 Luxe,"1601 Ogden Ave. Downers Grove, IL 60515","53,297 mi.","$26,508 ",Majestic White,Wheat,All-wheel Drive,19–26,Gasoline,CVT,"VQ 3.5L V-6 gasoline direct injection, DOHC, VVEL variable valve",At least 1 accident or damage reported,No,No
2023 Chevrolet Blazer 2LT,"300 Roosevelt Rd Glen Ellyn, IL 60137","16,260 mi.","$31,754 $845 price drop",Summit White,Jet Black,All-wheel Drive,22–27,Gasoline,9-Speed Automatic with Overdrive,"2L I-4 gasoline direct injection, DOHC, VVT variable valve contr",None reported,Yes,No
2024 Ford Escape PHEV,,,,,,,,,,,,,
2024 Ford Escape Active,"9809 Indianapolis Blvd Highland, IN 46322",10 mi.,"$29,935 ",White,Ebony,Front-wheel Drive,27–34,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,,,
2021 Toyota RAV4 XLE,"9604 Indianapolis Blvd Highland, IN 46322","58,605 mi.","$25,476 $1,524 price drop",White,–,Front-wheel Drive,28–35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,None reported,Yes,No
2024 Mazda CX-50 2.5 S Select Package,"110 W. Golf Rd Schaumburg, IL 60195",6 mi.,"$31,695 MSRP $32,555 $860 price drop",Soul Red Crystal Metallic,Black W/ Gray,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,,,
2020 Ford EcoSport SE,,,,,,,,,,,,,
2022 Subaru Outback Touring,"1911 N Rand Rd Palatine, IL 60074","6,146 mi.","$30,933 ",Crystal Black Silica,Java Brown,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,None reported,Yes,No
2024 Mercedes-Benz GLE 350 Base 4MATIC,"1349 Indianapolis Blvd Schererville, IN 46375",2 mi.,"$79,980 ",Black,–,All-wheel Drive,20–27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Nissan Pathfinder Rock Creek,"5750 S La Grange Rd Countryside, IL 60525",6 mi.,"$45,970 MSRP $45,970",Black,Charcoal,Four-wheel Drive,20–23,Gasoline,9-Speed Automatic,3.5L V6 24V GDI DOHC,,,
2018 Ferrari GTC4Lusso V12,"420 E. Ogden Ave. Hinsdale, IL 60521","5,894 mi.","$247,999 ",Nero Daytona Metallic,Terra Bruciata,All-wheel Drive,12–17,Gasoline,7-Speed Automatic with Auto-Shift,6.3L V12 48V GDI DOHC,None reported,No,No
2024 Volvo S90 Recharge Plug-In Hybrid T8 Ultimate,"770 Frontage Rd Northfield, IL 60093",0 mi.,"$72,595 MSRP $72,595",Platinum Gray,Charcoal,All-wheel Drive,–,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,,,
2007 Chevrolet Cobalt LT,,,,,,,,,,,,,
2023 Ford Bronco Sport Heritage,"7301 Kingery Hwy Willowbrook, IL 60527",6 mi.,"$33,862 MSRP $36,315 $1,133 price drop",Cactus Green / Gray,Navy Pier,Four-wheel Drive,25–28,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,,,
2024 Jeep Compass Latitude,"2800 Patriot Blvd Glenview, IL 60026",9 mi.,"$34,636 MSRP $36,930 $1,294 price drop",Silver Zynith,Black,Four-wheel Drive,24–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2022 Nissan Pathfinder SV 4WD,"1601 Ogden Ave. Downers Grove, IL 60515","21,074 mi.","$30,414 $1,880 price drop",Super Black,Charcoal,Four-wheel Drive,21–27,Gasoline,9-Speed Automatic,"3.5L V-6 gasoline direct injection, DOHC, variable valve control",None reported,Yes,No
2017 RAM 3500 Tradesman,,,,,,,,,,,,,
2024 Chevrolet Malibu FWD RS,"601 Ogden Ave Lisle, IL 60532",19 mi.,"$24,496 MSRP $27,595",Mosaic Black Metallic,Jet Black,Front-wheel Drive,27–35,Gasoline,Automatic,"ECOTEC 1.5L I-4 gasoline direct injection, DOHC, VVT variable va",,,
2024 Chevrolet Silverado 1500 RST,"414 E North Ave Glendale Heights, IL 60139",0 mi.,"$52,740 $2,500 price drop",Sterling Gray Metallic,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,5.3L V8 16V GDI OHV,,,
2024 Acura MDX Standard,,,,,,,,,,,,,
2024 Jaguar XF R-Dynamic SE,,,,,,,,,,,,,
2024 Acura MDX Advance Package,"1149 West Golf Road Hoffman Estates, IL 60169","2,060 mi.","$65,450 MSRP $65,450",Fathom Blue Pearl,–,All-wheel Drive,19–25,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",,,
2023 Mazda CX-30 2.5 Turbo Premium Package,,"7,175 mi.","$31,495 $2,703 price drop",,,,,,,,,,
2021 Honda Civic Type R Touring,,,,,,,,,,,,,
2014 Cadillac CTS 3.6L Premium,,,,,,,,,,,,,
2014 smart ForTwo Passion,"101 N Wolf Rd Hillside, IL 60162","58,293 mi.","$11,599 ",White,Black,Rear-wheel Drive,34–38,Gasoline,5-Speed Automatic with Auto-Shift,1.0L I3 12V MPFI DOHC,None reported,Yes,No
2022 Dodge Challenger SRT Hellcat,"200 W Grand Ave Elmhurst, IL 60126","3,828 mi.","$74,987 $502 price drop",Pitch Black Clearcoat,Black,Rear-wheel Drive,13–22,Gasoline,Automatic,"HEMI 6.2L V-8 intercooled supercharger, engine with 717HP",None reported,Yes,No
2017 GMC Acadia SLT-1,,"96,128 mi.","$15,707 $249 price drop",,,,,,,,,,
2014 Cadillac XTS Vsport Premium,"14030 S Cicero Ave Crestwood, IL 60445","131,038 mi.","$12,995 ",Sapphire Blue Metallic,Black,All-wheel Drive,16–24,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",None reported,No,No
2024 Jeep Compass Limited,,,,,,,,,,,,,
2024 Jeep Grand Cherokee Laredo,"2800 Patriot Blvd Glenview, IL 60026",10 mi.,"$44,175 MSRP $49,175 $400 price drop",Baltic Gray,Global Black,Four-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 OHV,,,
2016 Dodge Grand Caravan SXT,"3201 167th St Hazel Crest, IL 60429","70,659 mi.","$29,999 $5,000 price drop",Bright White Clearcoat,Tan,Front-wheel Drive,17–25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, VVT variable valve control, regular unl",None reported,Yes,No
2016 Nissan Rogue SV,"1601 Ogden Ave. Downers Grove, IL 60515","53,627 mi.","$13,997 $1,899 price drop",Arctic Blue Metallic,–,Front-wheel Drive,26–33,Gasoline,CVT with Xtronic,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",At least 1 accident or damage reported,No,No
2023 Ferrari Roma Base,"8760 W 159th St Orland Park, IL 60462",228 mi.,"$253,990 ",Giallo Modena,Terra Bruciata,Rear-wheel Drive,17–22,Gasoline,8-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,None reported,Yes,No
2024 Hyundai Palisade SEL,"1020 E Golf Rd Schaumburg, IL 60173",12 mi.,"$43,575 MSRP $43,575",Silver,Black,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,,,
2013 Lamborghini Gallardo LP560-4,"641 Estes Ave Schaumburg, IL 60193","8,479 mi.","$147,895 ",Nero Noctis,Nero Perseus,All-wheel Drive,20,Gasoline,6-Speed Automatic,5.2L V10 40V GDI DOHC,None reported,No,No
2021 Dodge Durango SXT,,,,,,,,,,,,,
2023 Mercedes-Benz AMG E 63 S 4MATIC,"27w110 North Ave West Chicago, IL 60185",140 mi.,"$145,800 ",Black,Black w/ Silver Stitching,All-wheel Drive,16–24,Gasoline,9-Speed Shiftable Automatic,4.0L Twin Turbo V8 603hp 627ft. lbs.,None reported,Yes,No
2024 Kia Forte LX,"1400 E Dundee Rd Palatine, IL 60074",15 mi.,"$19,618 MSRP $21,440",Aurora Black,Black,Front-wheel Drive,30–41,Gasoline,Automatic,"2L I-4 DOHC, D-CVVT variable valve control, regular unleaded, en",,,
2024 Chevrolet Corvette Stingray w/2LT,"151 E. Lake Cook Dr. Palatine, IL 60074",60 mi.,"$93,715 $2,595 price drop",Rip Tide Blue,Natural,Rear-wheel Drive,16–24,Gasoline,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,,,
2024 Lincoln Nautilus Reserve,"1564 West Ogden Avenue Naperville, IL 60540",11 mi.,"$66,720 MSRP $67,720",White Platinum Tri-Coat Metallic,Black Onyx,All-wheel Drive,–,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2023 BMW iX M60,"407 Skokie Hwy Lake Bluff, IL 60044","6,728 mi.","$88,999 $900 price drop",Storm Bay Metallic,Black,All-wheel Drive,1-Speed Automatic,Electric,WB533CF05PCM88041,B230658,None reported,No,No
2016 INFINITI Q70 3.7X,,,,,,,,,,,,,
2024 Hyundai Tucson Limited,,,,,,,,,,,,,
2024 Subaru Forester Premium,"6191 Joliet Rd Countryside, IL 60525",10 mi.,"$33,655 ",Crystal White Pearl,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,,,
2024 Subaru Legacy,"6191 Joliet Rd Countryside, IL 60525",6 mi.,"$33,362 ",Magnetite Gray Metallic,Gray,All-wheel Drive,27–35,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,,,
2022 Chrysler 300 Touring,"200 W Grand Ave Elmhurst, IL 60126","3,605 mi.","$27,315 ",Bright White Clearcoat,Black,Rear-wheel Drive,19–30,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",None reported,Yes,No
2018 Nissan Versa Note SV,"2000 Frontage Rd Glencoe, IL 60022","119,619 mi.","$12,599 ",Black,Black,Front-wheel Drive,31–39,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,At least 1 accident or damage reported,Yes,No
2023 Mercedes-Benz EQE 350 Base 4MATIC,"200 E Ogden Ave Westmont, IL 60559",288 mi.,"$85,650 ",Gray Metallic,Black,All-wheel Drive,1-Speed Automatic,Electric,4JGGM1CB0PA018116,PA018116,,,
2015 BMW X5 xDrive35i,"1543 Ogden Ave Downers Grove, IL 60515","99,491 mi.","$18,888 $1,000 price drop",Black,Black,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,At least 1 accident or damage reported,No,No
2023 Nissan Pathfinder S 4WD,"1601 Ogden Ave. Downers Grove, IL 60515","22,519 mi.","$30,557 $1,441 price drop",Gun Metallic,Charcoal,Four-wheel Drive,21–27,Gasoline,9-Speed Automatic,"3.5L V-6 gasoline direct injection, DOHC, variable valve control",None reported,Yes,No
2020 Honda CR-V AWD EX,,,,,,,,,,,,,
2020 Toyota Yaris Sedan LE,"250 E Golf Rd Schaumburg, IL 60173","38,357 mi.","$19,998 ",Gray,Black,Front-wheel Drive,32–40,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC,None reported,Yes,No
2020 Maserati Levante Base,,,,,,,,,,,,,
